population.ID,species,Life.Stage,Sex.Ratio,N,sex.determination,SDM.Type,SuperTaxa,model4,Conservative,Citation,Source,sex.det.source
2039f,Geochelone_elephantopus,adult.sex.ratio,0.536,252,TSD,TSD Ia,crocoturtle,turtles,Y,2039,Bokony,species.in.TreeOfSex
2039g,Geochelone_elephantopus,adult.sex.ratio,0.534,564,TSD,TSD Ia,crocoturtle,turtles,Y,2039,Bokony,species.in.TreeOfSex
2098,Gopherus_agassizii,adult.sex.ratio,0.231,13,TSD,TSD Ia,crocoturtle,turtles,Y,2098,Bokony,species.in.TreeOfSex
2115,Gopherus_agassizii,adult.sex.ratio,0.68,50,TSD,TSD Ia,crocoturtle,turtles,Y,2115,Bokony,species.in.TreeOfSex
2107d,Gopherus_agassizii,adult.sex.ratio,0.321,28,TSD,TSD Ia,crocoturtle,turtles,Y,2107,Bokony,species.in.TreeOfSex
2108a,Gopherus_agassizii,adult.sex.ratio,0.597,67,TSD,TSD Ia,crocoturtle,turtles,Y,2108,Bokony,species.in.TreeOfSex
2137,Gopherus_polyphemus,adult.sex.ratio,0.563,158,TSD,TSD Ia,crocoturtle,turtles,Y,2137,Bokony,species.in.TreeOfSex
2138,Gopherus_polyphemus,adult.sex.ratio,0.58,119,TSD,TSD Ia,crocoturtle,turtles,Y,2138,Bokony,species.in.TreeOfSex
2152,Gopherus_polyphemus,adult.sex.ratio,0.608,29,TSD,TSD Ia,crocoturtle,turtles,Y,2152,Bokony,species.in.TreeOfSex
2136k,Gopherus_polyphemus,adult.sex.ratio,0.667,96,TSD,TSD Ia,crocoturtle,turtles,Y,2136,Bokony,species.in.TreeOfSex
2136l,Gopherus_polyphemus,adult.sex.ratio,0.606,71,TSD,TSD Ia,crocoturtle,turtles,Y,2136,Bokony,species.in.TreeOfSex
2136m,Gopherus_polyphemus,adult.sex.ratio,0.462,13,TSD,TSD Ia,crocoturtle,turtles,Y,2136,Bokony,species.in.TreeOfSex
