population.ID,species,Life.Stage,Sex.Ratio,N,sex.determination,SDM.Type,SuperTaxa,model4,Conservative,Citation,Source,sex.det.source
217,Elaphe_obsoleta,adult.sex.ratio,0.557,106,GSD,GSD,squamata,GSD,Y,"v19, g57, g66",Bokony,species.in.TreeOfSex
218,Elaphe_quadrivirgata,adult.sex.ratio,0.537,67,GSD,GSD,squamata,GSD,Y,2634,Bokony,species.in.TreeOfSex
328,Lapemis_hardwickii,adult.sex.ratio,0.481,754,GSD,GSD,squamata,GSD,Y,82,Bokony,genus.or.family.in.TreeOfSex
355,Morelia_viridis,adult.sex.ratio,0.577,97,GSD,GSD,squamata,GSD,Y,g32,Bokony,genus.or.family.in.TreeOfSex
364,Nerodia_taxispilota,adult.sex.ratio,0.608,744,GSD,GSD,squamata,GSD,Y,na7,Bokony,genus.or.family.in.TreeOfSex
365,Notechis_scutatus,adult.sex.ratio,0.733,292,GSD,GSD,squamata,GSD,Y,97,Bokony,species.in.TreeOfSex
407,Rhabdophis_tigrinus,adult.sex.ratio,0.667,48,GSD,GSD,squamata,GSD,Y,2634,Bokony,species.in.TreeOfSex
479,Thamnophis_marcianus,adult.sex.ratio,0.4,135,GSD,GSD,squamata,GSD,Y,283,Bokony,species.in.TreeOfSex
483,Thamnophis_sauritus,adult.sex.ratio,0.532,109,GSD,GSD,squamata,GSD,Y,g80,Bokony,genus.or.family.in.TreeOfSex
486,Thamnophis_sirtalis,adult.sex.ratio,0.595,74,GSD,GSD,squamata,GSD,Y,211,Bokony,genus.or.family.in.TreeOfSex
523,Vipera_aspis,adult.sex.ratio,0.531,988,GSD,GSD,squamata,GSD,Y,220,Bokony,species.in.TreeOfSex
CK1,Acritoscincus_duperreyi,birth.sex.ratio,0.50625,320,GSD,GSD,squamata,GSD,Y,"Shine, R., Elphick, M. J., & Harlow, P. S. (1997). The influence of natural incubation environments on the phenotypic traits of hatchling lizards. Ecology, 78(8), 2559-2568.",Other,species.in.TreeOfSex
26,Amblyrhynchus_cristatus,birth.sex.ratio,0.488,1042,GSD,GSD,squamata,GSD,Y,"v14, v15",Bokony,genus.or.family.in.TreeOfSex
194,Crotalus_horridus,birth.sex.ratio,0.491,588,GSD,GSD,squamata,GSD,Y,g4,Bokony,genus.or.family.in.TreeOfSex
195,Crotalus_horridus,birth.sex.ratio,0.476,143,GSD,GSD,squamata,GSD,Y,"v9, v10",Bokony,genus.or.family.in.TreeOfSex
196,Crotalus_viridis,birth.sex.ratio,0.427,143,GSD,GSD,squamata,GSD,Y,v11,Bokony,genus.or.family.in.TreeOfSex
359,Nerodia_rhombifer,birth.sex.ratio,0.53,357,GSD,GSD,squamata,GSD,Y,g1217,Bokony,genus.or.family.in.TreeOfSex
360,Nerodia_rhombifer,birth.sex.ratio,0.524,42,GSD,GSD,squamata,GSD,Y,v27,Bokony,genus.or.family.in.TreeOfSex
426,Sistrurus_catenatus,birth.sex.ratio,0.56,207,GSD,GSD,squamata,GSD,Y,g1217,Bokony,genus.or.family.in.TreeOfSex
427,Sistrurus_miliarius,birth.sex.ratio,0.5,1024,GSD,GSD,squamata,GSD,Y,g1217,Bokony,genus.or.family.in.TreeOfSex
479,Thamnophis_marcianus,birth.sex.ratio,0.485,194,GSD,GSD,squamata,GSD,Y,283,Bokony,species.in.TreeOfSex
480,Thamnophis_proximus,birth.sex.ratio,0.56,237,GSD,GSD,squamata,GSD,Y,g1217,Bokony,genus.or.family.in.TreeOfSex
481,Thamnophis_radix,birth.sex.ratio,0.53,137,GSD,GSD,squamata,GSD,Y,g1217,Bokony,genus.or.family.in.TreeOfSex
485,Thamnophis_scalaris,birth.sex.ratio,0.321,28,GSD,GSD,squamata,GSD,Y,g18,Bokony,genus.or.family.in.TreeOfSex
487,Thamnophis_sirtalis,birth.sex.ratio,0.51,652,GSD,GSD,squamata,GSD,Y,g1217,Bokony,genus.or.family.in.TreeOfSex
489,Thamnophis_sirtalis,birth.sex.ratio,0.553,197,GSD,GSD,squamata,GSD,Y,new79,Bokony,genus.or.family.in.TreeOfSex
509,Trimeresurus_stejnegeri,birth.sex.ratio,0.556,90,GSD,GSD,squamata,GSD,Y,g71,Bokony,genus.or.family.in.TreeOfSex
216,Elaphe_obsoleta,juvenile.sex.ratio,0.265,49,GSD,GSD,squamata,GSD,Y,v19,Bokony,species.in.TreeOfSex
217,Elaphe_obsoleta,juvenile.sex.ratio,0.442,95,GSD,GSD,squamata,GSD,Y,"v19, g57, g66",Bokony,species.in.TreeOfSex
360,Nerodia_rhombifer,juvenile.sex.ratio,0.28,25,GSD,GSD,squamata,GSD,Y,v27,Bokony,genus.or.family.in.TreeOfSex
479,Thamnophis_marcianus,juvenile.sex.ratio,0.567,30,GSD,GSD,squamata,GSD,Y,283,Bokony,species.in.TreeOfSex
92,Carettochelys_insculpta,adult.sex.ratio,0.542,24,TSD,TSD Ia,crocoturtle,turtles,Y,379,Bokony,species.in.TreeOfSex
ROSIE43,Podocnemis_sextuberculata,birth.sex.ratio,0.8,65,TSD,TSD Ia,crocoturtle,turtles,Y,"Andrade, P. C. M. (2017). Efeitos da transferência de ninhos de Podocnemis unifilis, P. sextuberculata e P. expansa no lago do Piraruacá, Terra Santa, Brasil. In P. C. M. Andrade (Ed.), Manejo comunitário de quelônios no Médio Amazonas: Projeto Pé-de-pincha (pp. 208-260). Manaus/AM.",ROSIE,species.in.TreeOfSex
ROSIE45,Podocnemis_unifilis,birth.sex.ratio,0.69122807,285,TSD,TSD Ia,crocoturtle,turtles,Y,"Andrade, P. C. M. (2017). Efeitos da transferência de ninhos de Podocnemis unifilis, P. sextuberculata e P. expansa no lago do Piraruacá, Terra Santa, Brasil. In P. C. M. Andrade (Ed.), Manejo comunitário de quelônios no Médio Amazonas: Projeto Pé-de-pincha (pp. 208-260). Manaus/AM.",ROSIE,species.in.TreeOfSex
19,Alligator_mississippiensis,adult.sex.ratio,0.472,123,TSD,TSD II,crocoturtle,crocs,Y,361,Bokony,species.in.TreeOfSex
69,Caiman_latirostris,adult.sex.ratio,0.5,8,TSD,TSD II,crocoturtle,crocs,Y,293,Bokony,species.in.TreeOfSex
174,Crocodylus_acutus,adult.sex.ratio,0.541,24,TSD,TSD II,crocoturtle,crocs,Y,276,Bokony,Charruaua et al (2017) Salamandra
175,Crocodylus_acutus,adult.sex.ratio,0.593,32,TSD,TSD II,crocoturtle,crocs,Y,273,Bokony,Charruaua et al (2017) Salamandra
176,Crocodylus_acutus,adult.sex.ratio,0.182,11,TSD,TSD II,crocoturtle,crocs,Y,274,Bokony,Charruaua et al (2017) Salamandra
177,Crocodylus_acutus,adult.sex.ratio,0.619,21,TSD,TSD II,crocoturtle,crocs,Y,271,Bokony,Charruaua et al (2017) Salamandra
178,Crocodylus_acutus,adult.sex.ratio,0.405,37,TSD,TSD II,crocoturtle,crocs,Y,51,Bokony,Charruaua et al (2017) Salamandra
182,Crocodylus_johnstoni,adult.sex.ratio,0.287,265,TSD,TSD II,crocoturtle,crocs,Y,301,Bokony,species.in.TreeOfSex
184,Crocodylus_moreletii,adult.sex.ratio,0.817,262,TSD,TSD II,crocoturtle,crocs,Y,284,Bokony,species.in.TreeOfSex
185,Crocodylus_moreletii,adult.sex.ratio,0.789,185,TSD,TSD II,crocoturtle,crocs,Y,52,Bokony,species.in.TreeOfSex
186,Crocodylus_moreletii,adult.sex.ratio,0.5,28,TSD,TSD II,crocoturtle,crocs,Y,264,Bokony,species.in.TreeOfSex
189,Crocodylus_niloticus,adult.sex.ratio,0.447,77,TSD,TSD II,crocoturtle,crocs,Y,322,Bokony,species.in.TreeOfSex
29,Amphibolurus_muricatus,adult.sex.ratio,0.565,23,TSD,TSD II,squamata,lizards,Y,1053,Bokony,species.in.TreeOfSex
451,Tarentola_mauritanica,adult.sex.ratio,0.685,111,TSD,TSD II,squamata,lizards,Y,1028,Bokony,species.in.TreeOfSex
CK3,Alligator_mississippiensis,birth.sex.ratio,0.270938023,7164,TSD,TSD II,crocoturtle,crocs,Y,"Elsey, R. M. & Lang, J. W. (2014). Sex ratios of wild American alligator hatchlings in southwest Louisiana. Southeastern Naturalist, 13(2), 191-199.",Other,species.in.TreeOfSex
CK5,Alligator_mississippiensis,birth.sex.ratio,0.212082262,778,TSD,TSD II,crocoturtle,crocs,Y,"Rhodes, W. E., & Lang, J. W. (1995). Sex ratios of naturally-incubated alligator hatchlings: Field techniques and initial results. Proceedings of the Annual Conference of the Southeastern Association of Fish and Wildlife Agencies, 49, 640-646.",Other,species.in.TreeOfSex
CK5,Alligator_mississippiensis,birth.sex.ratio,0.422839506,648,TSD,TSD II,crocoturtle,crocs,Y,"Rhodes, W. E., & Lang, J. W. (1996). Alligator nest temperatures and hatchling sex ratios in coastal South Carolina. Proceedings of the Annual Conference of the Southeastern Association of Fish and Wildlife Agencies, 50, 520-531.",Other,species.in.TreeOfSex
CK7,Caiman_crocodilus,birth.sex.ratio,0.479727733,154,TSD,TSD II,crocoturtle,crocs,Y,"Ouboter, P. E., & Nanhoe, L. M. R. (1987). Notes on nesting and parental care in Caiman crocodilus crocodilus in northern Suriname and an analysis of crocodilian nesting habitats. Amphibia-Reptilia, 8(4), 331-348.",Other,species.in.TreeOfSex
CK8,Caiman_yacare,birth.sex.ratio,0.322580645,31,TSD,TSD II,crocoturtle,crocs,Y,"Crawshaw, P. G., Jr. (1987). Nesting ecology of the Paraguayan caiman (Caiman yacare) in the Pantanal of Mato Grosso, Brazil (Master's thesis, University of Florida, Gainesville, Florida). Retrieved from https://ufdcimages.uflib.ufl.edu/AA/00/03/92/22/00001/AA00039222_00001.pdf",Other,"Lang, J. W., and H. V. Andrews. 1994. Temperature-dependent sex determination in crocodilians"
175,Crocodylus_acutus,birth.sex.ratio,0.779,204,TSD,TSD II,crocoturtle,crocs,Y,273,Bokony,Charruaua et al (2017) Salamandra
179,Crocodylus_acutus,birth.sex.ratio,0.657,137,TSD,TSD II,crocoturtle,crocs,Y,262,Bokony,Charruaua et al (2017) Salamandra
188,Crocodylus_niloticus,birth.sex.ratio,0.111,108,TSD,TSD II,crocoturtle,crocs,Y,317,Bokony,species.in.TreeOfSex
30,Amphibolurus_muricatus,birth.sex.ratio,0.591,22,TSD,TSD II,squamata,lizards,Y,1020,Bokony,species.in.TreeOfSex
305,Intellagama_lesueurii,birth.sex.ratio,0.351,222,TSD,TSD II,squamata,lizards,Y,329,Bokony,Doody et al (2006) Evolutionary Ecology
19,Alligator_mississippiensis,juvenile.sex.ratio,0.607,1700,TSD,TSD II,crocoturtle,crocs,Y,361,Bokony,species.in.TreeOfSex
22,Alligator_mississippiensis,juvenile.sex.ratio,0.58,2936,TSD,TSD II,crocoturtle,crocs,Y,341,Bokony,species.in.TreeOfSex
23,Alligator_mississippiensis,juvenile.sex.ratio,0.638,4151,TSD,TSD II,crocoturtle,crocs,Y,"354, m1",Bokony,species.in.TreeOfSex
69,Caiman_latirostris,juvenile.sex.ratio,0.75,28,TSD,TSD II,crocoturtle,crocs,Y,293,Bokony,species.in.TreeOfSex
174,Crocodylus_acutus,juvenile.sex.ratio,0.541,101,TSD,TSD II,crocoturtle,crocs,Y,276,Bokony,Charruaua et al (2017) Salamandra
175,Crocodylus_acutus,juvenile.sex.ratio,0.775,172,TSD,TSD II,crocoturtle,crocs,Y,273,Bokony,Charruaua et al (2017) Salamandra
176,Crocodylus_acutus,juvenile.sex.ratio,0.848,46,TSD,TSD II,crocoturtle,crocs,Y,274,Bokony,Charruaua et al (2017) Salamandra
177,Crocodylus_acutus,juvenile.sex.ratio,0.816,76,TSD,TSD II,crocoturtle,crocs,Y,271,Bokony,Charruaua et al (2017) Salamandra
178,Crocodylus_acutus,juvenile.sex.ratio,0.586,70,TSD,TSD II,crocoturtle,crocs,Y,51,Bokony,Charruaua et al (2017) Salamandra
182,Crocodylus_johnstoni,juvenile.sex.ratio,0.376,526,TSD,TSD II,crocoturtle,crocs,Y,301,Bokony,species.in.TreeOfSex
184,Crocodylus_moreletii,juvenile.sex.ratio,0.749,1091,TSD,TSD II,crocoturtle,crocs,Y,284,Bokony,species.in.TreeOfSex
185,Crocodylus_moreletii,juvenile.sex.ratio,0.626,754,TSD,TSD II,crocoturtle,crocs,Y,52,Bokony,species.in.TreeOfSex
186,Crocodylus_moreletii,juvenile.sex.ratio,0.6,55,TSD,TSD II,crocoturtle,crocs,Y,264,Bokony,species.in.TreeOfSex
189,Crocodylus_niloticus,juvenile.sex.ratio,0.616,1162,TSD,TSD II,crocoturtle,crocs,Y,322,Bokony,species.in.TreeOfSex
340,Macrochelys_temminckii,adult.sex.ratio,0.417,12,TSD,TSD II,crocoturtle,turtles,Y,495,Bokony,species.in.TreeOfSex
181,Crocodylus_johnstoni,birth.sex.ratio,0.182,236,TSD,TSD II,crocoturtle,crocs,Y,300,Bokony,species.in.TreeOfSex
353,Meroles_anchietae,adult.sex.ratio,0.553,559,GSD,GSD,squamata,GSD,Y,183184,Bokony,genus.or.family.in.TreeOfSex
354,Meroles_cuneirostris,adult.sex.ratio,0.554,204,GSD,GSD,squamata,GSD,Y,183184,Bokony,species.in.TreeOfSex
74,Caretta_caretta,birth.sex.ratio,0.335,510,TSD,TSD Ia,crocoturtle,turtles,Y,387,Bokony,species.in.TreeOfSex
87,Caretta_caretta,birth.sex.ratio,0.607,28,TSD,TSD Ia,crocoturtle,turtles,Y,389,Bokony,species.in.TreeOfSex
ROSIE10,Caretta_caretta,birth.sex.ratio,0.335294118,510,TSD,TSD Ia,crocoturtle,turtles,Y,"Mrosovsky, N., Baptistotte, C., & Godfrey, M. H. (1999). Validation of incubation duration as an index of the sex ratio of hatchling sea turtles. Canadian Journal of Zoology, 77(5), 831-835.",ROSIE,species.in.TreeOfSex
ROSIE4,Caretta_caretta,birth.sex.ratio,0.125,16,TSD,TSD Ia,crocoturtle,turtles,Y,"Fuller, W. J., Godley, B. J., Hodgson, D. J., Reece, S. E., Witt, M. J., & Broderick, A. C. (2013). Importance of spatio-temporal data for predicting the effects of climate change on marine turtle sex ratios. Marine Ecology Progress Series, 488, 267-274.",ROSIE,species.in.TreeOfSex
ROSIE5,Caretta_caretta,birth.sex.ratio,0.206349206,126,TSD,TSD Ia,crocoturtle,turtles,Y,"Kaska, Y., Downie, R., Tippett, R., & Furness, R. W. (1998). Natural temperature regimes for loggerhead and green turtle nests in the eastern Mediterranean. Canadian Journal of Zoology, 76(4), 723-729.",ROSIE,species.in.TreeOfSex
ROSIE8,Caretta_caretta,birth.sex.ratio,0.62972973,370,TSD,TSD Ia,crocoturtle,turtles,Y,"Maxwell, J. A., Motara, M. A., & Frank, G. H. (1988). A micro-environmental study of the effect of temperature on the sex ratios of the loggerhead turtle, Caretta caretta, from Tongaland, Natal. African Zoology, 23(4), 342-350.",ROSIE,species.in.TreeOfSex
90,Carettochelys_insculpta,birth.sex.ratio,0.5,46,TSD,TSD Ia,crocoturtle,turtles,Y,378,Bokony,species.in.TreeOfSex
91,Carettochelys_insculpta,birth.sex.ratio,0.307,202,TSD,TSD Ia,crocoturtle,turtles,Y,380,Bokony,species.in.TreeOfSex
ROSIE13,Chelonia_mydas,birth.sex.ratio,0.204819277,83,TSD,TSD Ia,crocoturtle,turtles,Y,"Kaska, Y., Downie, R., Tippett, R., & Furness, R. W. (1998). Natural temperature regimes for loggerhead and green turtle nests in the eastern Mediterranean. Canadian Journal of Zoology, 76(4), 723-729.",ROSIE,species.in.TreeOfSex
ROSIE17,Chelonia_mydas,birth.sex.ratio,0.366412214,131,TSD,TSD Ia,crocoturtle,turtles,Y,"Patrício, A. R., Marques, A., Barbosa, C., Broderick, A. C., Godley, B. J., Hawkes, L. A., Rebelo, R., Regalla, A., & Catry, P. (2017). Balanced primary sex ratios and resilience to climate change in a major sea turtle population. Marine Ecology Progress Series, 577, 189-203.",ROSIE,species.in.TreeOfSex
ROSIE19,Chelonia_mydas,birth.sex.ratio,0.038976378,254,TSD,TSD Ia,crocoturtle,turtles,Y,"Tilley, D., Ball, S., Ellick, J., Godley, B. J., Weber, N., Weber, S. B., & Broderick, A. C. (2019). No evidence of fine scale thermal adaptation in green turtles. Journal of Experimental Marine Biology and Ecology, 514-515, 110-117.",ROSIE,species.in.TreeOfSex
ROSIE30,Dermochelys_coriacea,birth.sex.ratio,0.304477612,335,TSD,TSD Ia,crocoturtle,turtles,Y,"Lescure, J., Rimblot, F., Fretey, J., Renous, S., & Pieau, C. (1985). Influence de la température d'incubation des œufs sur la sex-ratio des nouveaux-nés de la tortue Luth, Dermochelys coriacea. Bulletin de la Société zoologique de France, 110(3), 355-359.",ROSIE,species.in.TreeOfSex
ROSIE42,Podocnemis_lewyana,birth.sex.ratio,0.245210728,261,TSD,TSD Ia,crocoturtle,turtles,Y,"Páez, V. P., Correa, J. C., Cano, A. M., & Bock, B. C. (2009). A comparison of maternal and temperature effects on sex, size, and growth of hatchlings of the Magdalena River turtle (Podocnemis lewyana) incubated under field and controlled laboratory conditions. Copeia, 2009(4), 698-704.",ROSIE,species.in.TreeOfSex
ROSIE47,Podocnemis_unifilis,birth.sex.ratio,0.486803519,341,TSD,TSD Ia,crocoturtle,turtles,Y,"Erickson, J., Fagundes, C. K., Magalhães, M. S., Dias, L. C., Vogt, R. C., Farias, I. P., & Zuanon, J. (2020). Natural nests incubated in two different soil types lead to an overall balanced sex ratio in Podocnemis unifilis hatchlings on the lower Purus River, Brazil. Salamandra, 56(4), 309-316.",ROSIE,species.in.TreeOfSex
308,Kinosternon_leucostomum,birth.sex.ratio,0.59,34,TSD,TSD II,crocoturtle,turtles,Y,503,Bokony,species.in.TreeOfSex
73,Caretta_caretta,adult.sex.ratio,0.713,87,TSD,TSD Ia,crocoturtle,turtles,Y,145mort,Bokony,species.in.TreeOfSex
99,Chelonia_mydas,adult.sex.ratio,0.604,235,TSD,TSD Ia,crocoturtle,turtles,Y,141mort,Bokony,species.in.TreeOfSex
100,Chelonia_mydas,adult.sex.ratio,0.362,620,TSD,TSD Ia,crocoturtle,turtles,Y,432,Bokony,species.in.TreeOfSex
ROSIE12,Caretta_caretta,birth.sex.ratio,0.175332958,910,TSD,TSD Ia,crocoturtle,turtles,Y,"Wyneken, J., & Lolavar, A. (2015). Loggerhead sea turtle environmental sex determination: Implications of moisture and temperature for climate change based predictions for species survival. Journal of Experimental Zoology B, 324(3), 295-314.",ROSIE,species.in.TreeOfSex
ROSIE12,Caretta_caretta,birth.sex.ratio,0.142857143,364,TSD,TSD Ia,crocoturtle,turtles,Y,"Lolavar, A., & Wyneken, J. (2015). Effect of rainfall on loggerhead turtle nest temperatures, sand temperatures and hatchling sex. Endangered Species Research, 28(3), 235-247.",ROSIE,species.in.TreeOfSex
ROSIE35,Gopherus_polyphemus,birth.sex.ratio,0.2,5,TSD,TSD Ia,crocoturtle,turtles,Y,"Demuth, J. P. (2001). The effects of constant and fluctuating incubation temperatures on sex determination, growth, and performance in the tortoise Gopherus polyphemus. Canadian Journal of Zoology, 79(9), 1609-1620.",ROSIE,species.in.TreeOfSex
73,Caretta_caretta,juvenile.sex.ratio,0.75,184,TSD,TSD Ia,crocoturtle,turtles,Y,145mort,Bokony,species.in.TreeOfSex
75,Caretta_caretta,juvenile.sex.ratio,0.318,22,TSD,TSD Ia,crocoturtle,turtles,Y,"402, 388, 391",Bokony,species.in.TreeOfSex
81,Caretta_caretta,juvenile.sex.ratio,0.326,89,TSD,TSD Ia,crocoturtle,turtles,Y,39,Bokony,species.in.TreeOfSex
97,Chelonia_mydas,juvenile.sex.ratio,0.305,128,TSD,TSD Ia,crocoturtle,turtles,Y,431,Bokony,species.in.TreeOfSex
99,Chelonia_mydas,juvenile.sex.ratio,0.371,342,TSD,TSD Ia,crocoturtle,turtles,Y,143,Bokony,species.in.TreeOfSex
100,Chelonia_mydas,juvenile.sex.ratio,0.37,738,TSD,TSD Ia,crocoturtle,turtles,Y,432,Bokony,species.in.TreeOfSex
107,Chelonia_mydas,juvenile.sex.ratio,0.2,75,TSD,TSD Ia,crocoturtle,turtles,Y,430,Bokony,species.in.TreeOfSex
108,Chelonia_mydas,juvenile.sex.ratio,0.3,75,TSD,TSD Ia,crocoturtle,turtles,Y,429,Bokony,species.in.TreeOfSex
252,Eretmochelys_imbricata,juvenile.sex.ratio,0.571,14,TSD,TSD Ia,crocoturtle,turtles,Y,447,Bokony,species.in.TreeOfSex
253,Eretmochelys_imbricata,juvenile.sex.ratio,0.79,31,TSD,TSD Ia,crocoturtle,turtles,Y,429,Bokony,species.in.TreeOfSex
329,Lepidochelys_kempii,juvenile.sex.ratio,0.413,75,TSD,TSD Ia,crocoturtle,turtles,Y,454,Bokony,species.in.TreeOfSex
338,Macrochelys_temminckii,birth.sex.ratio,0.082,49,TSD,TSD II,crocoturtle,turtles,Y,499,Bokony,species.in.TreeOfSex
86,Caretta_caretta,birth.sex.ratio,0.23,421,TSD,TSD Ia,crocoturtle,turtles,Y,400,Bokony,species.in.TreeOfSex
79,Caretta_caretta,juvenile.sex.ratio,0.333,207,TSD,TSD Ia,crocoturtle,turtles,Y,146,Bokony,species.in.TreeOfSex
201,Ctenosaura_melanosterna,adult.sex.ratio,0.435,207,GSD,GSD,squamata,GSD,Y,"new32, new33",Bokony,genus.or.family.in.TreeOfSex
232,Emydura_macquarii,adult.sex.ratio,0.641,1815,GSD,GSD,crocoturtle,GSD,Y,g55,Bokony,species.in.TreeOfSex
1,Acanthodactylus_erythrurus,adult.sex.ratio,0.59,166,GSD,GSD,squamata,GSD,Y,1039,Bokony,species.in.TreeOfSex
302,Holbrookia_maculata,adult.sex.ratio,0.506,316,GSD,GSD,squamata,GSD,Y,v30,Bokony,genus.or.family.in.TreeOfSex
512,Tropidurus_hispidus,adult.sex.ratio,0.421,235,GSD,GSD,squamata,GSD,Y,176,Bokony,species.in.TreeOfSex
517,Uta_stansburiana,adult.sex.ratio,0.501,1888,GSD,GSD,squamata,GSD,Y,"g10, m51",Bokony,species.in.TreeOfSex
522,Varanus_salvator,adult.sex.ratio,0.485,33,GSD,GSD,squamata,GSD,Y,1030,Bokony,species.in.TreeOfSex
296,Grayia_smythii,adult.sex.ratio,0.485,33,GSD,GSD,squamata,GSD,Y,68,Bokony,genus.or.family.in.TreeOfSex
413,Sceloporus_jarrovi,birth.sex.ratio,0.485,171,GSD,GSD,squamata,GSD,Y,g1,Bokony,species.in.TreeOfSex
517,Uta_stansburiana,birth.sex.ratio,0.52,126,GSD,GSD,squamata,GSD,Y,"g10, m51",Bokony,species.in.TreeOfSex
ROSIE2,Apalone_spinifera,birth.sex.ratio,0.504854369,103,GSD,GSD,crocoturtle,GSD,Y,"Vogt, R. C., & Bull, J. J. (1982). Genetic sex determination in the spiny softshell Trionyx spiniferus (Testudines: Trionychidae). Copeia, 1982(3), 699-700.",ROSIE,Badenhorst_et_al._2013._Chromosome_Research
95,Chelodina_longicollis,birth.sex.ratio,0.525,59,GSD,GSD,crocoturtle,GSD,Y,g54,Bokony,species.in.TreeOfSex
231,Emydura_macquarii,birth.sex.ratio,0.58,100,GSD,GSD,crocoturtle,GSD,Y,v24,Bokony,species.in.TreeOfSex
263,Glyptemys_insculpta,birth.sex.ratio,0.361,36,GSD,GSD,crocoturtle,GSD,Y,1006,Bokony,species.in.TreeOfSex
432,Staurotypus_triporcatus,birth.sex.ratio,0.4,21,GSD,GSD,crocoturtle,GSD,Y,503,Bokony,species.in.TreeOfSex
1,Acanthodactylus_erythrurus,juvenile.sex.ratio,0.579,114,GSD,GSD,squamata,GSD,Y,1039,Bokony,species.in.TreeOfSex
64,Basiliscus_vittatus,juvenile.sex.ratio,0.491,747,GSD,GSD,squamata,GSD,Y,mod24,Bokony,genus.or.family.in.TreeOfSex
512,Tropidurus_hispidus,juvenile.sex.ratio,0.273,22,GSD,GSD,squamata,GSD,Y,176,Bokony,species.in.TreeOfSex
514,Tropidurus_torquatus,juvenile.sex.ratio,0.42,50,GSD,GSD,squamata,GSD,Y,"new81, m55",Bokony,species.in.TreeOfSex
517,Uta_stansburiana,juvenile.sex.ratio,0.468,111,GSD,GSD,squamata,GSD,Y,"g10, m51",Bokony,species.in.TreeOfSex
80,Caretta_caretta,adult.sex.ratio,0.129,31,TSD,TSD Ia,crocoturtle,turtles,Y,40,Bokony,species.in.TreeOfSex
133,Chrysemys_picta,adult.sex.ratio,0.582,55,TSD,TSD Ia,crocoturtle,turtles,Y,210,Bokony,species.in.TreeOfSex
138,Chrysemys_picta,adult.sex.ratio,0.362,58,TSD,TSD Ia,crocoturtle,turtles,Y,210,Bokony,species.in.TreeOfSex
141,Chrysemys_picta,adult.sex.ratio,0.472,36,TSD,TSD Ia,crocoturtle,turtles,Y,210,Bokony,species.in.TreeOfSex
145,Chrysemys_picta,adult.sex.ratio,0.55,100,TSD,TSD Ia,crocoturtle,turtles,Y,210,Bokony,species.in.TreeOfSex
2032b,Aldabrachelys_gigantea,birth.sex.ratio,0.486,37,TSD,TSD Ia,crocoturtle,turtles,Y,"2032, 2033",Bokony,species.in.TreeOfSex
2033a,Aldabrachelys_gigantea,birth.sex.ratio,0.488,43,TSD,TSD Ia,crocoturtle,turtles,Y,"2032, 2033",Bokony,species.in.TreeOfSex
75,Caretta_caretta,birth.sex.ratio,0.106,764,TSD,TSD Ia,crocoturtle,turtles,Y,"402, 388, 391",Bokony,species.in.TreeOfSex
ROSIE9,Caretta_caretta,birth.sex.ratio,0.051851852,405,TSD,TSD Ia,crocoturtle,turtles,Y,"Mrosovsky, N., & Provancha, J. (1989). Sex ratio of loggerhead sea turtles hatching on a Florida beach. Canadian Journal of Zoology, 67(10), 2533-2539.",ROSIE,species.in.TreeOfSex
89,Carettochelys_insculpta,birth.sex.ratio,0.273,44,TSD,TSD Ia,crocoturtle,turtles,Y,377,Bokony,species.in.TreeOfSex
102,Chelonia_mydas,birth.sex.ratio,0.26,96,TSD,TSD Ia,crocoturtle,turtles,Y,437,Bokony,species.in.TreeOfSex
104,Chelonia_mydas,birth.sex.ratio,0.104,146,TSD,TSD Ia,crocoturtle,turtles,Y,439,Bokony,species.in.TreeOfSex
ROSIE16,Chelonia_mydas,birth.sex.ratio,0.358333333,120,TSD,TSD Ia,crocoturtle,turtles,Y,"Mrosovsky, N. (1982). Sex ratio bias in hatchling sea turtles from artificially incubated eggs. Biological Conservation, 23(4), 309-314.",ROSIE,species.in.TreeOfSex
ROSIE18,Chelonia_mydas,birth.sex.ratio,0.564912281,285,TSD,TSD Ia,crocoturtle,turtles,Y,"Spotila, J. R., Standora, E. A., Morreale, S. J., & Ruiz, G. J. (1987). Temperature dependent sex determination in the green turtle (Chelonia mydas): Effects on the sex ratio on a natural nesting beach. Herpetologica, 43(1), 74-81.",ROSIE,species.in.TreeOfSex
162,Chrysemys_picta,birth.sex.ratio,0.124,210,TSD,TSD Ia,crocoturtle,turtles,Y,"574, 571",Bokony,species.in.TreeOfSex
ROSIE23,Chrysemys_picta,birth.sex.ratio,0.873233909,196,TSD,TSD Ia,crocoturtle,turtles,Y,"Refsnider, J. M., & Janzen, F. J. (2012). Behavioural plasticity may compensate for climate change in a long-lived reptile with temperature-dependent sex determination. Biological Conservation, 152, 90-95.",ROSIE,species.in.TreeOfSex
ROSIE25,Chrysemys_picta,birth.sex.ratio,1,18,TSD,TSD Ia,crocoturtle,turtles,Y,"Vogt, R. C., & Bull, J. J. (1984). Ecology of hatchling sex ratio in map turtles. Ecology, 65(2), 582-587.",ROSIE,species.in.TreeOfSex
